stack,nb_occurences,hunspell_bo
དྷ༷,3,0
དྷཱུྃ,3,0
དྷཱྃ,3,0
དྷ྄,3,0
དྷྙཱ,3,0
དྷྣཱི,3,0
དྷྨེ,3,0
དྷྲི༵,3,0
དྷྲྃ,3,0
དྻེ,3,0
དྼྷི,3,0
ནཱིི,3,0
ནཱཽ,3,0
ནཱྀ,3,0
ནུུ,3,0
ནཾྃ,3,0
ནྒ,3,0
ནྒྲྀ,3,0
ནྔྙ,3,0
ནྔྷུ,3,0
ནྗི,3,0
ནྚེ,3,0
ནྟྟཱ,3,0
ནྟྱི,3,0
ནྟྱོ,3,0
ནྡྟུ,3,0
ནྡྡྷཱ,3,0
ནྡྡྷེ,3,0
ནྡྭཱ,3,0
ནྡྭེ,3,0
ནྡྲཻ,3,0
ནྡྷྭ,3,0
ནྡྷྲ,3,0
ནྡྷྲཾ,3,0
ནྤྲི,3,0
ནྦོ,3,0
ནྦྷེ,3,0
ནྩཱ,3,0
ནྩཽ,3,0
ནྩཾ,3,0
ནྭཱཾ,3,0
ནྭྱཱ,3,0
ནྱཱུ,3,0
ནྲཱྀཾ,3,0
ནླཱ,3,0
ནྶཱེ,3,0
ནྷཱཾ,3,0
ནྷཾ,3,0
ནྼཱ,3,0
པིི,3,0
པྟུཾ,3,0
པྟྭཱ,3,0
པྡོ,3,0
པྡྷཱ,3,0
པྥ,3,0
པྦཱ,3,0
པྦྷཱ,3,0
པྩ,3,0
པྱཱ༵ྃ,3,0
པྱཱྃ,3,0
པླུཾ,3,0
པྷུ,3,0
ཕོྃ,3,0
ཕྲི༷,3,0
ཕྼྀ,3,0
བཻ༵,3,0
བཱུྃ,3,0
བེྃ,3,0
བྃཾ,3,0
བྒ,3,0
བྔྷ,3,0
བྔྷཱ,3,0
བྠ,3,0
བྡཱི,3,0
བྡཱུ,3,0
བྡོ,3,0
བྣེ,3,0
བྦཱུ,3,0
བྦི,3,0
བྦྷྱཱཾ,3,0
བྨི,3,0
བྫེ,3,0
བྫོ,3,0
བྱ༷༷,3,0
བྱཱེ,3,0
བྱཱྃ,3,0
བྱིྃ,3,0
བྱྀ,3,0
བྱྃ,3,0
བྲེ༵,3,0
བྲོུཾ,3,0
བྲོྃ,3,0
བླུཾ,3,0
བླྀཾ,3,0
བྶྱེ,3,0
བྷཱ༵,3,0
བྷཱཱ,3,0
བྷཱྃ,3,0
བྷྱཱུ,3,0
བྷྲཱུྃྃ,3,0
བྷྲྃ,3,0
བྷྲླཱ,3,0
བྷྼྀ,3,0
མ༷༷,3,0
མི༷༷,3,0
མཱ༵,3,0
མཱྀ,3,0
མྐུ,3,0
མྔ,3,0
མྙ,3,0
མྣུ,3,0
མྤཾ,3,0
མྥི,3,0
མྦྷཱཾ,3,0
མྦྷྱཾ,3,0
མྦྷྲ,3,0
མྨྲྀ,3,0
མྭི,3,0
མྱོ༷,3,0
མྱྀ,3,0
མྲཻ,3,0
མླཾ,3,0
མྶཱ,3,0
མྶུ,3,0
ཙི༵,3,0
ཙཱ༵,3,0
ཙྩཱཾ,3,0
ཙྩཾ,3,0
ཙྭཱ,3,0
ཙྭེ,3,0
ཙྱཱཾ,3,0
ཙྴྨ,3,0
ཙྼཱྀ,3,0
ཚྼི,3,0
ཛིི,3,0
ཛེྃ,3,0
ཛྙྃ,3,0
ཛྙྱ,3,0
ཛྡ,3,0
ཛྡྷི,3,0
ཛྫྱི,3,0
ཛྫྷེ,3,0
ཛྭ༵,3,0
ཛྭཱྀ,3,0
ཛྱྃ,3,0
ཛྲིྃ,3,0
ཛྲུ,3,0
ཛྲཻ,3,0
ཛླྀཾ,3,0
ཛྷཱྀ,3,0
ཛྷཽ,3,0
ཛྷྀ,3,0
ཛྷྫྷཱུ,3,0
ཛྷྱོ,3,0
ཛྷྼཱྀ,3,0
ཛྼི,3,0
ཝཱ༵,3,0
ཝྭ,3,0
ཞུཾ,3,0
ཞྃ,3,0
ཞྔི,3,0
ཞྲི,3,0
ཟཱི,3,0
ཟཱུ,3,0
ཟིཾ,3,0
ཟྔི,3,0
ཟྗིི,3,0
འི༷༷,3,0
འིཾ,3,0
འུུ,3,0
འོཾ,3,0
འྟ,3,0
ཡེུཾ,3,0
ཡྭོ,3,0
ཡྱཾ,3,0
ཡྲུཾ,3,0
ཡྻུཾ,3,0
ར༵ྃ,3,0
རཱྀྃ,3,0
རིྃ,3,0
རོཽཾ,3,0
རྃཾ,3,0
རྐོ༵,3,0
རྐ༷,3,0
རྐུུ,3,0
རྐྱེ༷,3,0
རྐྱུ,3,1
རྒཱུ,3,0
རྒྟ,3,0
རྒྱུ༷༷,3,0
རྒྱ྄,3,0
རྒྱྱ,3,0
རྒྷཱི,3,0
རྒྻཱ,3,0
རྔཱ,3,0
རྔུ༷,3,0
རྔྒ,3,0
རྕེ,3,0
རྗི༷,3,0
རྙེ༷,3,0
རྛི,3,0
རྜཱ,3,0
རྜི,3,0
རྞྀ,3,0
རྟི༵,3,0
རྟྀ,3,0
རྟྟཱཾ,3,0
རྟྟཽ,3,0
རྟྟྨ,3,0
རྟྟྶི,3,0
རྟྭ,3,0
རྟྱོ,3,0
རྟྲིཾ,3,0
རྟྶྣྱེ,3,0
རྠཽ,3,0
རྠྱཾ,3,0
རྡྒ,3,0
རྡྡཱ,3,0
རྡྡྷཾ,3,0
རྡྷྃ,3,0
རྡྷྲ,3,0
རྣཱུ,3,0
རྤྤཾ,3,0
རྤྦི,3,0
རྤྱོ,3,0
རྤྶཱི,3,0
རྦྡྷ,3,0
རྦྤི,3,0
རྦྲཾ,3,0
རྦྶཱི,3,0
རྦྶྱ,3,0
རྦྷཱི,3,0
རྦྷཱཾ,3,0
རྦྷཽ,3,0
རྦྷྭཱཾ,3,0
རྦྷྲྀཾ,3,0
རྨི༵,3,0
རྨཱྃ,3,0
རྨིི,3,0
རྨཽ,3,0
རྨྨཱུ,3,0
རྨྨྱ,3,0
རྩོྃ,3,0
རྩྭ༵,3,0
རྩྭི,3,0
རྪུ,3,0
རྫྫུ,3,0
རྭྀ,3,0
རྱ༵,3,0
རྱཽ,3,0
རྱྃ,3,0
རྲིུ,3,0
རླ༷,3,0
རླཱི,3,0
རླུ༷,3,0
རླླེ,3,0
རྴྭི,3,0
རྴྱ,3,0
རྵཻ,3,0
རྵོ,3,0
རྷྱཱ,3,0
རྺཾ,3,0
རྻཱི,3,0
རྻཱུ,3,0
རྼི,3,0
ལཱ༵ྃ,3,0
ལེཾ,3,0
ལ྄ྀ,3,0
ལྐཽ,3,0
ལྒྱ,3,0
ལྕེ༷,3,0
ལྕུཾ,3,0
ལྗཽ,3,0
ལྟོ༷,3,0
ལྟཽ,3,0
ལྟྃ,3,0
ལྡིི,3,0
ལྡཾ,3,0
ལྤཱི,3,0
ལྤྟ,3,0
ལྥུ,3,0
ལྦ྄,3,0
ལྨུ,3,0
ལྩི,3,0
ལླཱཾ,3,0
ལྷོ༷,3,0
ལྷིཾ,3,0
ལྺྼྻྷ,3,0
ཤཱ༵,3,0
ཤུུ,3,0
ཤེཾ,3,0
ཤྂ,3,0
ཤྐི,3,0
ཤྐྱེ,3,0
ཤྕ,3,0
ཤྛི,3,0
ཤྞུ,3,0
ཤྣཱི,3,0
ཤྣཾ,3,0
ཤྤེ,3,0
ཤྦ,3,0
ཤྦཱ,3,0
ཤྨུ,3,0
ཤྩཱཾ,3,0
ཤྩྱཱ,3,0
ཤྩྻུ,3,0
ཤྭཱཾ,3,0
ཤྯ,3,0
ཤྱུ,3,0
ཤྱཾཾ,3,0
ཤྱྃ,3,0
ཤྲཱེ,3,0
ཤྲིྃ,3,0
ཤྴི,3,0
ཤྵི,3,0
ཤྷ,3,0
ཤྼི,3,0
ཥཱོ,3,0
ཥྚ྄,3,0
ཥྚྭཱཾ,3,0
ཥྚྭི,3,0
ཥྚྲཾ,3,0
ཥྛཻ,3,0
ཥྛྡྱ,3,0
ཥྛྱུ,3,0
ཥྜེ,3,0
ཥྞཱུ,3,0
ཥྞྱ,3,0
ཥྟཱི,3,0
ཥྟྀ,3,0
ཥྟྲཱི,3,0
ཥྠཱི,3,0
ཥྠེ,3,0
ཥྤཱཾ,3,0
ཥྤྲེ,3,0
ཥྨཱཾ,3,0
ཥྨྲ,3,0
ཥྩེ,3,0
ཥྩྱུ,3,0
ཥྫ,3,0
ཥྭུ,3,0
ཥྲཱི,3,0
ཥྲཱྀ,3,0
ཥྲོ,3,0
ཥླཾ,3,0
ཥྵཾ,3,0
ཥྶ,3,0
ཥྶཱ,3,0
ཥྷཱ,3,0
ཥྻ,3,0
ཥྻུ,3,0
སཱྃ,3,0
སིེ,3,0
སིྃ,3,0
སྎྤྵྴྍྐཱ,3,0
སྐཱུ,3,0
སྐོུ,3,0
སྐྱ༵,3,0
སྐྱེྃ,3,0
སྐྲ༷,3,0
སྒཽོ,3,0
སྒྲེ༵,3,0
སྒྲུ༵,3,0
སྒྲུུ,3,0
སྒྲོུ,3,0
སྒྲཾ,3,0
སྒྲྀ,3,0
སྙཱ,3,0
སྚཱ,3,0
སྛཱུ,3,0
སྟཱིཾ,3,0
སྟཱུཾ,3,0
སྟཱྀ,3,0
སྟཱྃ,3,0
སྟོུཾ,3,0
སྟུྃ,3,0
སྟྭ༵ཾ,3,0
སྟྭོ,3,0
སྟྭཾཾ,3,0
སྟྱུ,3,0
སྠྣཱཾ,3,0
སྠྱཾ,3,0
སྡཱི,3,0
སྡིི,3,0
སྣཱི,3,0
སྣཻ,3,0
སྣྃ,3,0
སྤེ༷,3,0
སྤྲིི,3,0
སྤྲུ༵,3,0
སྤྲུ༷,3,0
སྤྲཻ,3,0
སྤྲཾ,3,0
སྦ༷,3,0
སྦཱུ,3,0
སྦྱི༵,3,0
སྦྱ༷,3,0
སྦྱཱ,3,0
སྦྲུཾ,3,0
སྦྲྃཾ,3,0
སྦྷ,3,0
སྦྷི,3,0
སྨོ༵,3,0
སྨི༷,3,0
སྩྱ,3,0
སྫཱི,3,0
སྲཱུ,3,0
སྲུ༵,3,0
སྲུ༷,3,0
སྲོྃ,3,0
སྲྀཾ,3,0
སྲྭྀ,3,0
སློ༷,3,0
སླཱ,3,0
སླུ༵,3,0
སླུཾ,3,0
སླཾ,3,0
སླྤྵྴ,3,0
སྷཱཾ,3,0
སྷྱ,3,0
སྻཱུ,3,0
སྼི,3,0
ཧ༷,3,0
ཧཱིྃ,3,0
ཧཱུ༷ྃ,3,0
ཧ྄ཱུཾ,3,0
ཧ྄ཱུྃ,3,0
ཧཱོཾ,3,0
ཧུ༵,3,0
ཧ྄,3,0
ཧྣིཾ,3,0
ཧྦ,3,0
ཧྦྲྀ,3,0
ཧྨཾ,3,0
ཧྨྲྱུཾ,3,0
ཧྲཱིི,3,0
ཧྲཱོཾ,3,0
ཧྲཱྀྃ,3,0
ཧྲཽ,3,0
ཧྲྀྃ,3,0
ཧྲླྀཾ,3,0
ཧྲྼཱྀཾ,3,0
ཧྲྼྀཾ,3,0
ཧླཱཾ,3,0
ཧླཾ,3,0
ཧླྀྃ,3,0
ཧྶི,3,0
ཧྼཱཾ,3,0
ཨི༵,3,0
ཨ༵ྃ,3,0
ཨཽྃ,3,0
ཨ྄ི,3,0
ཨྔ,3,0
ཨྸ,3,0
ཨྸྸ,3,0
ཪྐེ,3,0
ཪྞཱ,3,0
ཪྟིི,3,0
ཪྠེ,3,0
ཪྣྲི,3,0
ཪྤུ,3,0
ཪྩ,3,0
ཪྫ,3,0
ཪྵཽ,3,0
ཪྵྱི,3,0
ཪྵྱཾ,3,0
ཪྺཾ,3,0
ཪྻྱ,3,0
ཪྻྻཾ,3,0
ཪྼ,3,0
ྈྐྃ,3,0
ྈྐྍྐཱི,3,0
ྈྐྍྐཱུ,3,0
ྈྐླྀ,3,0
ྈྐྼཱྀ,3,0
࿋,3,0
་ིཾ,2,0
་ོི,2,0
་ྩ,2,0
་ྱོ,2,0
་ྲྀ,2,0
་ྴ,2,0
།ཱུ,2,0
།ུུུུ,2,0
།ུྃ,2,0
།ོཾ,2,0
།ྭྃྭྃ,2,0
༑ེ,2,0
༔ོ,2,0
༔ྃཾ,2,0
ེི༹,2,0
ེོ༹,2,0
ཀེ༵,2,0
ཀི༷,2,0
ཀཱི༷,2,0
ཀ྄ི,2,0
ཀྐཻ,2,0
ཀྐྲི,2,0
ཀྐྲེ,2,0
ཀྐྲཾ,2,0
ཀྐླཱ,2,0
ཀྐླཱི,2,0
ཀྐྺཱ,2,0
ཀྐྻཱ,2,0
ཀྐྼཱ,2,0
ཀྐྼཱི,2,0
ཀྐྼཱྀ,2,0
ཀྑཱ,2,0
ཀྑུཾ,2,0
ཀྒྷ,2,0
ཀྙ,2,0
ཀྛི,2,0
ཀྜ,2,0
ཀྟཱོ,2,0
ཀྟཱྀ,2,0
ཀྟྀ,2,0
ཀྟྟ,2,0
ཀྟྭཻ,2,0
ཀྡ,2,0
ཀྡྷ,2,0
ཀྡྷཱ,2,0
ཀྣཱ,2,0
ཀྤྲི,2,0
ཀྦུ,2,0
ཀྦྱ,2,0
ཀྦྲ,2,0
ཀྩེ,2,0
ཀྪ,2,0
ཀྪུ,2,0
ཀྫི,2,0
ཀྫྷ,2,0
ཀྭྀ,2,0
ཀྱིེ,2,0
ཀྱེྃ,2,0
ཀྱཽ,2,0
ཀྱཽི,2,0
ཀྱྃ,2,0
ཀྲི༷,2,0
ཀྲོ༷,2,0
ཀྲཱྃ,2,0
ཀྲཽཾ,2,0
ཀྲྭ,2,0
ཀླཱཾ,2,0
ཀློུཾ,2,0
ཀླུྃ,2,0
ཀླྱ,2,0
ཀླྱཾ,2,0
ཀྴོཾ,2,0
ཀྴྃ,2,0
ཀྴྨ,2,0
ཀྴྨཱི,2,0
ཀྴྭ,2,0
ཀྴྲ,2,0
ཀྴྲི,2,0
ཀྵཱོ,2,0
ཀྵུྂ,2,0
ཀྵྞཱི,2,0
ཀྵྞཱཾ,2,0
ཀྵྞཻ,2,0
ཀྵྞྱ,2,0
ཀྵྡྱ,2,0
ཀྵྣ,2,0
ཀྵྨཱྀ,2,0
ཀྵྨོ,2,0
ཀྵྨྱེ,2,0
ཀྵྨྱོ,2,0
ཀྵྨྼྻཱུྃ,2,0
ཀྵྭོ,2,0
ཀྵྭཾ,2,0
ཀྵྱུ,2,0
ཀྵྲཱྀ,2,0
ཀྵྲྀྃ,2,0
ཀྵླིཾ,2,0
ཀྵླཾ,2,0
ཀྵླྀྃ,2,0
ཀྵྼཱྀཾ,2,0
ཀྵྼྀཾ,2,0
ཀྷེ,2,0
ཀྷྃ,2,0
ཀྸ,2,0
ཀྼི,2,0
ཁོྃ,2,0
ཁྀ,2,0
ཁྑཻ,2,0
ཁྑཽ,2,0
ཁྑླཱ,2,0
ཁྑླཱྀ,2,0
ཁྑྺཱ,2,0
ཁྑྻཱ,2,0
ཁྑྼཱ,2,0
ཁྑྼཱི,2,0
ཁྭཱ,2,0
ཁྭི,2,0
ཁྱུུ,2,0
ཁྱེྃ,2,0
ཁྱོེ,2,0
ཁྲ༷,2,0
ཁྲིེ,2,0
ཁྲྃ,2,0
ཁླ,2,0
ཁླི,2,0
ཁྵུ,2,0
ཁྷྃ,2,0
ཁྺ,2,0
ཁྻ,2,0
ཁྼ,2,0
གཽ༵,2,0
གིེ,2,0
གཽོ,2,0
གྐ,2,0
གྒིཾ,2,0
གྒཻ,2,0
གྒཽ,2,0
གྒླཱ,2,0
གྒླཱི,2,0
གྒྷཱི,2,0
གྒྺཱ,2,0
གྒྻཱ,2,0
གྒྼཱ,2,0
གྒྼཱི,2,0
གྔྷི,2,0
གྖ,2,0
གྚི,2,0
གྟྭེ,2,0
གྟྲི,2,0
གྡུ,2,0
གྡྷྲེ,2,0
གྤཱ,2,0
གྤུ,2,0
གྦཱི,2,0
གྦུ,2,0
གྦྱ,2,0
གྦྷཱཾ,2,0
གྦྷུ,2,0
གྦྷཻ,2,0
གྭཱི,2,0
གྭོ,2,0
གྭཽ,2,0
གྱ༷,2,0
གྱི༷༷,2,0
གྱིཾ,2,0
གྲོུ,2,0
གྲེཾ,2,0
གྲཾྃ,2,0
གྲྣཱི,2,0
གྲྭི,2,0
གྲྱཾ,2,0
གློ༵,2,0
གླཾ,2,0
གྴི,2,0
གྴོ,2,0
གྵི,2,0
གྶུ,2,0
གྷཱུཾ,2,0
གྷཱེ,2,0
གྷྒྷླཱ,2,0
གྷྒྷླཱི,2,0
གྷྒྷྺཱ,2,0
གྷྒྷྻཱ,2,0
གྷྒྷྼཱ,2,0
གྷྒྷྼཱི,2,0
གྷྣཻ,2,0
གྷྱཱི,2,0
གྷྱཱཾ,2,0
གྷྱཽ,2,0
གྷྲོཾ,2,0
གྷྲཽཾ,2,0
གྷླ,2,0
གྷྷྃ,2,0
གྷྺ,2,0
གྷྻ,2,0
གྷྼ,2,0
གྷྼཱྀ,2,0
གྷྼི,2,0
གྼི,2,0
ང༷༷༷,2,0
ངཱེ,2,0
ངུཾ,2,0
ངྐཻ,2,0
ངྐྟཱ,2,0
ངྐྲྀ,2,0
ངྑཱི,2,0
ངྑོ,2,0
ངྒྱི,2,0
ངྒྷྱ,2,0
ངྔླཱྀ,2,0
ངྔྷྱ,2,0
ངྔྼཱྀ,2,0
ངྙཱ,2,0
ངྙི,2,0
ངྞ,2,0
ངྟཱཾ,2,0
ངྡཱ,2,0
ངྤུ,2,0
ངྦྔ,2,0
ངྦྱ,2,0
ངྦྱཱ,2,0
ངྦྲ,2,0
ངྦྷཱུ,2,0
ངྦྷུ,2,0
ངྨོ,2,0
ངྫྷཾ,2,0
ངྱཱི,2,0
ངླཱ,2,0
ངྶྲ,2,0
ངྷཱྀ,2,0
ངྷྱུ,2,0
ངྷྲཱྀ,2,0
ངྷྲིྃ,2,0
ངྷྲུ,2,0
ངྼི,2,0
ཅྟ,2,0
ཅྩ,2,0
ཅྪ,2,0
ཅྯི,2,0
ཅྱེ,2,0
ཅྲ,2,0
ཅླེ,2,0
ཆཱི,2,0
ཆཱུ,2,0
ཆཱེ,2,0
ཆེུ,2,0
ཆྐ,2,0
ཆྱོ,2,0
ཆྲ,2,0
ཆྲོེ,2,0
ཆྷ,2,0
ཇཱུ,2,0
ཇཱེ,2,0
ཇཱོ,2,0
ཇིཾ,2,0
ཇྲ,2,0
ཇྲི,2,0
ཇྷི,2,0
ཉཱོ,2,0
ཉུ༷,2,0
ཉུཾ,2,0
ཉེོ,2,0
ཉྗི,2,0
ཉྗུ,2,0
ཉྙླཱི,2,0
ཉྙླཱྀ,2,0
ཉྙྼཱི,2,0
ཉྙྼཱྀ,2,0
ཉྚ,2,0
ཉྡ,2,0
ཉྡྨ,2,0
ཉྣ,2,0
ཉྥ,2,0
ཉྨཱ,2,0
ཉྩཱཾ,2,0
ཉྩྪི,2,0
ཉྩྪུ,2,0
ཉྩྴ,2,0
ཉྪཱ,2,0
ཉྫྷྫྪྩ,2,0
ཉྱེ,2,0
ཉྲཱྀ,2,0
ཉྷཱ,2,0
ཉྷི,2,0
ཉྼི,2,0
ཊཱུཾ,2,0
ཊིི,2,0
ཊོཾ,2,0
ཊྑེ,2,0
ཊྒྲ,2,0
ཊྒྷ,2,0
ཊྚྃ,2,0
ཊྚླཱི,2,0
ཊྚླཱྀ,2,0
ཊྚྼཱི,2,0
ཊྚྼཱྀ,2,0
ཊྜྷྱ,2,0
ཊྟཱ,2,0
ཊྣཱ,2,0
ཊྥ,2,0
ཊྦཱ,2,0
ཊྦི,2,0
ཊྨུ,2,0
ཊྭཱོ,2,0
ཊྭོ,2,0
ཊྲཱུ,2,0
ཊྲྃ,2,0
ཊླི,2,0
ཊྵ,2,0
ཊྶཱི,2,0
ཊྷོ,2,0
ཊྼི,2,0
ཋ༵,2,0
ཋཱཾ,2,0
ཋྛླཱི,2,0
ཋྛླཱྀ,2,0
ཋྛྼཱི,2,0
ཋྛྼཱྀ,2,0
ཋླཱྀ,2,0
ཋླི,2,0
ཋྼི,2,0
ཌ༵,2,0
ཌཱུཾ,2,0
ཌཱྀ,2,0
ཌྐ,2,0
ཌྒུ,2,0
ཌྛ,2,0
ཌྛི,2,0
ཌྜཾ,2,0
ཌྜྡྷཱ,2,0
ཌྜླཱི,2,0
ཌྜླཱྀ,2,0
ཌྜྷུ,2,0
ཌྜྷྭི,2,0
ཌྜྼཱི,2,0
ཌྜྼཱྀ,2,0
ཌྡྷི,2,0
ཌྡྷྱཾ,2,0
ཌྦི,2,0
ཌྦྷྱཱི,2,0
ཌྨཱ,2,0
ཌྨི,2,0
ཌྨུ,2,0
ཌྫཱ,2,0
ཌྭོཾ,2,0
ཌྱོ,2,0
ཌྲཱུ,2,0
ཌླཱྀ,2,0
ཌླི,2,0
ཌྵ,2,0
ཌྶུ,2,0
ཌྷ༵,2,0
ཌྷུཾ,2,0
ཌྷཻ,2,0
ཌྷྜྷླཱྀ,2,0
ཌྷྜྷྼཱྀ,2,0
ཌྷྭཱ,2,0
ཌྷྱེ,2,0
ཌྷྲོ,2,0
ཌྷླཱྀ,2,0
ཌྷླི,2,0
ཌྷྼཱྀ,2,0
ཌྷྼི,2,0
ཌྻུ,2,0
ཎི༵,2,0
ཎཱ༵,2,0
ཎཱཾཾ,2,0
ཎུཾ,2,0
ཎཾཾ,2,0
ཎྚིཾ,2,0
ཎྚཾ,2,0
ཎྚྱ,2,0
ཎྛཻ,2,0
ཎྜཱྀ,2,0
ཎྜྱ,2,0
ཎྜྷོ,2,0
ཎྜྷཾ,2,0
ཎྜྻཱ,2,0
ཎྞེ,2,0
ཎྞོ,2,0
ཎྞླཱི,2,0
ཎྞླཱྀ,2,0
ཎྞྼཱི,2,0
ཎྞྼཱྀ,2,0
ཎྟེ,2,0
ཎྡུ,2,0
ཎྡོ,2,0
ཎྡྷཱ,2,0
ཎྨཱི,2,0
ཎྩ,2,0
ཎྭཾ,2,0
ཎྱཱུ,2,0
ཎྲཱི,2,0
ཎྲི,2,0
ཎྲྀཾ,2,0
ཎླཱྀ,2,0
ཎྷཱ,2,0
ཎྷཱུ,2,0
ཎྷུ,2,0
ཎྷཾ,2,0
ཎྷྲི,2,0
ཎྼི,2,0
ཏཱ༵,2,0
ཏཱཽ,2,0
ཏཱཾཾ,2,0
ཏིྃ,2,0
ཏིུ,2,0
ཏུཾཾ,2,0
ཏྐཱུ,2,0
ཏྐཻ,2,0
ཏྐྭཱ,2,0
ཏྐྲུ,2,0
ཏྐྲོ,2,0
ཏྐྲཾ,2,0
ཏྐླེ,2,0
ཏྒཱ,2,0
ཏྒི,2,0
ཏྒྷཱ,2,0
ཏྔོ,2,0
ཏྔྷ,2,0
ཏྙི,2,0
ཏྚེ,2,0
ཏྞུ,2,0
ཏྟྀ,2,0
ཏྟྟ,2,0
ཏྟྭོ,2,0
ཏྟྱོ,2,0
ཏྟྲོ,2,0
ཏྟླཱི,2,0
ཏྟླཱྀ,2,0
ཏྟྶཱི,2,0
ཏྟྷ,2,0
ཏྟྷི,2,0
ཏྟྼཱི,2,0
ཏྟྼཱྀ,2,0
ཏྠཱཾ,2,0
ཏྠོ,2,0
ཏྡེ,2,0
ཏྡྷི,2,0
ཏྣ༷,2,0
ཏྣུཾ,2,0
ཏྣྃ,2,0
ཏྤ༵,2,0
ཏྤུཾ,2,0
ཏྤོ,2,0
ཏྤྀ,2,0
ཏྤྱ,2,0
ཏྤྲཱི,2,0
ཏྤླུ,2,0
ཏྦཱུ,2,0
ཏྦི,2,0
ཏྦྷི,2,0
ཏྦྷྱ,2,0
ཏྦྷྱཱཾ,2,0
ཏྦྷྱཾ,2,0
ཏྩི,2,0
ཏྲ༵,2,0
ཏྲ༷,2,0
ཏྲཱཽ,2,0
ཏྲིི,2,0
ཏྲ྄ུཾ,2,0
ཏྲཻཾ,2,0
ཏྲྂ,2,0
ཏྲྭཾ,2,0
ཏླུ,2,0
ཏྴི,2,0
ཏྵ,2,0
ཏྵྚཱ,2,0
ཏྶཱུ,2,0
ཏྶཻ,2,0
ཏྶྟ,2,0
ཏྶྠཱི,2,0
ཏྶྠི,2,0
ཏྶྣཱི,2,0
ཏྶྣེ,2,0
ཏྶྣཽ,2,0
ཏྶྤ,2,0
ཏྶྱི,2,0
ཏྶྱེ,2,0
ཏྷཱི,2,0
ཏྷཱཾ,2,0
ཏྷུ,2,0
ཏྷྨཱ,2,0
ཏྼཱྀ,2,0
ཏྼི,2,0
ཐཱྀ,2,0
ཐྐཱ,2,0
ཐྐཾ,2,0
ཐྑ,2,0
ཐྚ,2,0
ཐྜཱ,2,0
ཐྠླཱི,2,0
ཐྠླཱྀ,2,0
ཐྠྼཱི,2,0
ཐྠྼཱྀ,2,0
ཐྭཱིཾ,2,0
ཐྲཱ,2,0
ཐླྷཱྀཾ,2,0
ཐྷིཾ,2,0
ཐྼཱྀ,2,0
དཱི༵,2,0
དོི,2,0
དྀཾ,2,0
དྎ,2,0
དྐིཾ,2,0
དྐོ,2,0
དྐྟཱ,2,0
དྐྟཱཾ,2,0
དྐྵ,2,0
དྐྵཱ,2,0
དྐྵེ,2,0
དྒྱཾ,2,0
དྔ,2,0
དྙ,2,0
དྞཱ,2,0
དྞྣོ,2,0
དྟཱཾ,2,0
དྟྭ,2,0
དྟྭཾ,2,0
དྟྷ,2,0
དྟྷཱཾ,2,0
དྠཾ,2,0
དྡཽ,2,0
དྡཾ,2,0
དྡྭེ,2,0
དྡྱཱ,2,0
དྡྲ,2,0
དྡྲཱ,2,0
དྡྲི,2,0
དྡྷཱེ,2,0
དྡྷཻཻ,2,0
དྡྷྀ,2,0
དྡྷ྄྄྄྄ོ,2,0
དྡྷྣ,2,0
དྡྷྱཱཾ,2,0
དྡྻུ,2,0
དྤེ,2,0
དྤྱ,2,0
དྦྱཱི,2,0
དྦྲཱི,2,0
དྦྷྲ,2,0
དྦྷྲཱ,2,0
དྦྷྲི,2,0
དྨོ༵,2,0
དྩོ,2,0
དྫི,2,0
དྭུ,2,0
དྱྃ,2,0
དྲཱྃ,2,0
དྲིྃ,2,0
དྲྭི,2,0
དྲྱེ,2,0
དྲྱཻ,2,0
དྲྱཾ,2,0
དླུ,2,0
དླཾ,2,0
དྴཱ,2,0
དྵ,2,0
དྶཱི,2,0
དྶོ,2,0
དྶཾ,2,0
དྷཱིི,2,0
དྷཱཻ,2,0
དྷུྃ,2,0
དྷྡྷླཱི,2,0
དྷྡྷླཱྀ,2,0
དྷྡྷྼཱི,2,0
དྷྣུ,2,0
དྷྭཻ,2,0
དྷྭྀ,2,0
དྷྱཱེ,2,0
དྷྱྭ,2,0
དྷྱྭཾ,2,0
དྷྲུྃ,2,0
དྷྲཽ,2,0
དྷླི,2,0
དྷྷ,2,0
དྷྻུ,2,0
དྷྼཱྀ,2,0
དྷྼི,2,0
དྺཱ,2,0
དྻི,2,0
དྻཾ,2,0
ན༷༷,2,0
ནི༷༷,2,0
ནཱཱ,2,0
ནཱེི,2,0
ནིེ,2,0
ནིུ,2,0
ནེཾ,2,0
ནྐིཾ,2,0
ནྐླེ,2,0
ནྒི,2,0
ནྒུ,2,0
ནྒྷོ,2,0
ནྔཱཾ,2,0
ནྔུ,2,0
ནྙི,2,0
ནྙེ,2,0
ནྚུ,2,0
ནྚཾ,2,0
ནྜཱུ,2,0
ནྜཾ,2,0
ནྜྷ,2,0
ནྟཱིཾ,2,0
ནྟཱེ,2,0
ནྟྭེ,2,0
ནྟྲཱཾ,2,0
ནྟྲུ,2,0
ནྟྲཻ,2,0
ནྟྶ,2,0
ནྠཻ,2,0
ནྠྱ,2,0
ནྡེ༷,2,0
ནྡཱོ,2,0
ནྡུཾ,2,0
ནྡྠ,2,0
ནྡྡ,2,0
ནྡྡཱ,2,0
ནྡྡྷུ,2,0
ནྡྭཾ,2,0
ནྡྲཱཾ,2,0
ནྡྲྃ,2,0
